total_ambients,school,parceria,ambient
6,PEQUENOS DO BUTANTA III,ASS POPULAR DE SAUDE,BERCARIO
6,PEQUENOS GIGANTES,ASSOCIAÇÃO BRUNA ROSA,BERCARIO
6,PEROBEIRAS,CEDESC - CENTRO DE DES ED SOC E CUL DO PQ FERNANDA,SALA DE ED. INFANTIL PROPRIA 
6,PERSEVERANCA VIII,ASS COMUNITARIA SEMPRE VIVA,SALA DE ED. INFANTIL PROPRIA 
6,PIMPOLHINHO,INSTITUTO CLUBE DE MAES MAO AMIGA,BERCARIO
6,PIMPOLHO,INSTITUTO SAO PAULO MELHOR,SALA DE ED. INFANTIL PROPRIA 
6,PINGO DE GENTE,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,BERCARIO
6,PINTANDO O SETE,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,BERCARIO
6,PIRILAMPO,ASS EVANGELICA MONTE CARMELO,BERCARIO
6,PLENITUDE,ASSOCIAÇÃO EDUCAR PARA TRANSFORMAR,BERCARIO
6,PRINCESA MELISSA,INSTITUTO DE INTEGRAÇÃO SOCIAL NATALIA REZINO,BERCARIO
6,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNID XII,ASSOCIACAO DE DESENVOLVIMENTO JUVENIL E INFANTIL - ADEJI,SALA DE ED. INFANTIL PROPRIA 
6,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNIDADE XI,ASSOCIACAO DE DESENVOLVIMENTO JUVENIL E INFANTIL - ADEJI,SALA DE ED. INFANTIL PROPRIA 
6,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VII,ASS DO JARDIM SAO VICENTE E ADJACENCIAS,BERCARIO
6,PROJETO ANCHIETA,SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI,SALA DE ED. INFANTIL PROPRIA 
6,RAFA GIRE IV,CENTRO DE ORIENTACAO A FAMILIA- COR,SALA DE ED. INFANTIL PROPRIA 
6,RAINHA DA PAZ,INSTITUTO BINATI,SALA DE ED. INFANTIL PROPRIA 
6,RECANTO DA ALEGRIA II,AGES ASSOCIACAO CIVIL GAUDIUM ET SPES,SALA DE ED. INFANTIL PROPRIA 
6,RECANTO DOS NAVEGANTES,SOCIEDADE AMIGOS DO JARDIM CAPELA E ADJACENCIAS,SALA DE ED. INFANTIL PROPRIA 
6,RECANTO INFANTIL COMUNITARIO DO PQ FIGUEIRA GRANDE,ASSOCIAÇÃO ASSISTENCIAL RANC E CIDADES CIRCUNVIZINHAS,SALA DE ED. INFANTIL PROPRIA 
6,RELUZ,INSTITUTO JOSE MARQUES FILHO - IMAFE,SALA DE ED. INFANTIL PROPRIA 
6,RIO CLARO,ACAO COMUNITARIA SAO BENEDITO,SALA DE ED. INFANTIL PROPRIA 
6,RUGRATS - OS ANJINHOS III,ASSOCIAÇÃO EM FAVOR E DEFESA DA COMUNIDADE,SALA DE ED. INFANTIL PROPRIA 
6,SANTA CATARINA III,EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL,BERCARIO
6,SANTA CATARINA III,EXECUTIVA NACIONAL DO MICROEMPREENDEDOR INDIVIDUAL,SALA DE AULA PROPRIA         
6,SANTA IZABEL,ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA,BERCARIO
6,SANTA IZABEL I,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,SALA DE ED. INFANTIL PROPRIA 
6,SANTA LUZIA,ASS EDUCACIONAL E DE ASSIST SOCIAL ESTACÃO SOLIDARIA,SALA DE RECREACAO             
6,SANTA MAE APARECIDA,UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO,SALA DE ED. INFANTIL PROPRIA 
6,SANTA MARGARIDA,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,BERCARIO
6,SANTA TEREZINHA,CONJUNTO ASSISTENCIAL NOSSA SENHORA DA CONCEICAO APARECIDA,SALA DE RECREACAO             
6,SANTO ANTONIO,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE ED. INFANTIL PROPRIA 
6,SAO BERNARDO,INSTITUTO BINATI,SALA DE ED. INFANTIL PROPRIA 
6,SAO CESARIO,ACAO SOCIAL LARGO 13,SALA DE AULA PROPRIA         
6,SAO JOSE DE VILA PALMEIRAS,OBRAS SOCIAIS DO JARDIM RECANTO,BERCARIO
6,SAO JOSE OPERARIO,INSTITUTO EM PROL DA EDUCACAO INFANTIL CRIANCAS ESPETACULARE,SALA DE RECREACAO             
6,SAO JOSE OPERARIO I,INSTITUTO SILVA E SANTOS,SALA DE ED. INFANTIL PROPRIA 
6,SAO LUIS GONZAGA,SOCIEDADE BENEFICENTE SAO LUIZ GONZAGA,SALA DE ED. INFANTIL PROPRIA 
6,SAO MIGUEL,ASS COMUNITARIA DOS MORADORES DA VILA SAO JOSE E BELA VISTA,BERCARIO
6,SAO NORBERTO,ASSOCIACAO SOCIAL E CULTURAL LETRAS MAGICAS,SALA DE ED. INFANTIL PROPRIA 
6,SAO VICENTE PALLOTTI,ASSOCIAÇÃO PALOTINA,SALA DE AULA PROPRIA         
6,SEMEANDO O BEM,ASS BENEFICENTE COMUNITARIA IRMAOS MAXI,BERCARIO
6,SEMENTINHA DA ESPERANCA,ASS XV DE NOVEMBRO DO JARDIM SAO CARLOS,BERCARIO
6,SEMENTINHA DA VIDA,ASS BENEFICENTE COMUNITARIA MAOS ESTENDIDAS,BERCARIO
6,SO FELICIDADE,INSTITUTO ESTRELA GUIA,SALA DE ED. INFANTIL PROPRIA 
6,SOL REI,ASSOCIAÇÃO EDUCACIONAL E CAPACITAÇÃO PROFISSIONAL BURGOS,SALA DE ED. INFANTIL PROPRIA 
6,SONHO DE CRIANCA,ASSOCIACAO NOVOS HORIZONTES A COMUNIDADE,SALA DE ED. INFANTIL PROPRIA 
6,SONHO ENCANTADO,ASS GRUPO MISSAO DIVINA,SALA DE ED. INFANTIL PROPRIA 
6,TABOR,OBRA SOCIAL DA PAROQUIA SAO MATEUS APOSTOLO,BERCARIO
6,TAMOIO,ASS NOVA ESPERANCA,BERCARIO
6,TAPAJOS,GREMIO AMIGOS DIAS FELIZES,SALA DE ED. INFANTIL PROPRIA 
6,TATIANA BELINKY,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,SALA DE ED. INFANTIL PROPRIA 
6,TIAOZINHO,SOCIEDADE DE AMPARO FRATERNO CASA DO CAMINHO,SALA DE RECREACAO             
6,TODAS AS CORES,CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO,SALA DE ED. INFANTIL PROPRIA 
6,TUTULANDIA,INSTITUTO SAO PAULO MELHOR,SALA DE ED. INFANTIL PROPRIA 
6,UNIVERSO DOS PEQUENINOS,ASSOCIACAO BENEFICENTE AMAC,BERCARIO
6,VALE ENCANTADO,GRUPO DE ASSISTÊNCIA AO TRATAMENTO E HOSPEDAGEM INFANTIL,SALA DE ED. INFANTIL PROPRIA 
6,VENTURA BRANCO,INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA,SALA DE ED. INFANTIL PROPRIA 
6,VILA FLAVIA,ACAO SOCIAL SAO MATEUS,SALA DE ED. INFANTIL PROPRIA 
6,VILA MONUMENTO,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE ED. INFANTIL PROPRIA 
6,VILA NOVA CACHOEIRINHA,ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB,SALA DE ED. INFANTIL PROPRIA 
6,VILA RICA,CENTRO SOCIAL COMUNITARIO JARDIM PRIMAVERA,SALA DE ED. INFANTIL PROPRIA 
6,VITORIA,CENTRO DE ACAO SOCIAL ESPACO LIVRE,SALA DE ED. INFANTIL PROPRIA 
6,VIVA,INSTITUICAO DE PROMOCAO SOCIAL ALVORADA,SALA DE AULA PROPRIA         
6,VOVO JOAO ARLINDO,ASSOCIAÇÃO BENEFICENTE SONHO NOSSO,SALA DE ED. INFANTIL PROPRIA 
6,VOVO JULIA,MOCA MOVIMENTO DE ORIENTACAO A CRIANCA E AO ADOLESCENTE,SALA DE ED. INFANTIL PROPRIA 
6,VOVO LOURDES,FEDERACAO ESPIRITA DO ESTADO DE SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
6,YANNI,CENTRO COMUNITARIO JARDIM AUTODROMO,SALA DE ED. INFANTIL PROPRIA 
6,ZEZINHO,ASSOCIAÇÃO BRUNA ROSA,SALA DE AULA PROPRIA         
7,ADONAI,CENTRO INTERESCOLAR DA JUVENTUDE,SALA DE ED. INFANTIL PROPRIA 
7,ADONIRAN BARBOSA,CRECHE MARCIA RICCO FERRAZ,SALA DE ED. INFANTIL PROPRIA 
7,ALEGRIA DE SERVIR,GRAO DA VIDA,SALA DE AULA PROPRIA         
7,ALEGRIA DO SABER,ASSOCIAÇÃO BENEFICENTE FOLHINHAS VERDES,BERCARIO
7,ALFAZEMAS I,CREN- CENTRO DE RECUPERAÇÃO E EDUCAÇÃO NUTRICIONAL,SALA DE ED. INFANTIL PROPRIA 
7,ALICE ALVES II,INSTITUTO DE PROTEÇÃO Á INFÂNCIA DE SÃO PAULO - IPISP,BERCARIO
7,ALICE ALVES II,INSTITUTO DE PROTEÇÃO Á INFÂNCIA DE SÃO PAULO - IPISP,SALA DE ED. INFANTIL PROPRIA 
7,ALPS PARELHEIROS I,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,SALA DE ED. INFANTIL PROPRIA 
7,AMORA,ASSOCIAÇÃO BRUNA ROSA,SALA DE ED. INFANTIL PROPRIA 
7,ANTONIO ALVES DE ARAUJO,INSTITUTO SOCIAL EDUCATIVO CULTURAL E DE TRANSFORMAÇÃO SOLID,SALA DE ED. INFANTIL PROPRIA 
7,APARECIDA DAS GRACAS SILVA ROSEIRA,SPDM - ASSOC PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,SALA DE ED. INFANTIL PROPRIA 
7,ARCA DO SABER,ASSOCIACAO RECREATIVA CULTURAL E ASSISTENCIAL - ARCA,SALA DE ED. INFANTIL PROPRIA 
7,ARCO,FUNDACAO ESPERANCA,SALA DE ED. INFANTIL PROPRIA 
7,ARTE DE APRENDER,FUNDACAO COMUNIDADE DA GRACA,SALA DE ED. INFANTIL PROPRIA 
7,BETE SHALOM MORADA DA PAZ,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
7,BLANDINA MEIRELLES,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
7,BORBOLETAS DO AMANHA,FEDERACAO ESPIRITA DO ESTADO DE SAO PAULO,SALA DE AULA PROPRIA         
7,CAMINHOS DO AMANHA,GREMIO RECREATIVO CULTURAL E DUCACIONAL RUBRO VERDE,SALA DE ED. INFANTIL PROPRIA 
7,CANTINHO DA TIA ISAURA,ASSOCIAÇÃO COMUNITÁRIA EUGÊNIO GOES,SALA DE ED. INFANTIL PROPRIA 
7,CAPAO REDONDO I,INSTITUTO BENEFICENTE CASTILHO,BERCARIO
7,CASA DA CRIANCA ST TEREZINHA,CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO,SALA DE ED. INFANTIL PROPRIA 
7,CASA DA INFANCIA DO MENINO JESUS,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,SALA DE AULA PROPRIA         
7,CDHU ITAIM A,ASS DOS MORADORES DO JARDIM AUREA,SALA DE AULA PROPRIA         
7,CEDRINHO I,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
7,CEDRINHO II,ASSOCIACAO ALEM DO PENSAMENTO,SALA DE ED. INFANTIL PROPRIA 
7,CEDRINHO III,ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA,SALA DE ED. INFANTIL PROPRIA 
7,CEDRINHO IV,ASS CEDRO DO LIBANO DE PROTECAO A INFANCIA,SALA DE ED. INFANTIL PROPRIA 
7,CEDRO DO LIBANO I,TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL,SALA DE ED. INFANTIL PROPRIA 
7,CEDRO DO LIBANO II,TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL,SALA DE ED. INFANTIL PROPRIA 
7,CELESTINA STEWARD,ASSOCIACAO CENTRO SOCIAL BROOKLIN PAULISTA,BERCARIO
7,CELESTINA STEWARD,ASSOCIACAO CENTRO SOCIAL BROOKLIN PAULISTA,SALA DE ED. INFANTIL PROPRIA 
7,CENTRO ASSISTENCIAL SANTANA,INSTITUTO ILUMINA TERRA ACAO PARA DESENVOLVIMENTO SOCIAL,SALA DE ED. INFANTIL PROPRIA 
7,CENTRO SOCIAL MARISTA ROBRU,ASS BRASILEIRA DE EDUCACAO E CULTURA,SALA DE ED. INFANTIL PROPRIA 
7,CIA DOS SONHOS II,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,BERCARIO
7,CIA DOS SONHOS VII,ASSOCIAÇÃO BENEFICENTE FOLHINHAS VERDES,SALA DE ED. INFANTIL PROPRIA 
7,COHAB ADVENTISTA,TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL,SALA DE ED. INFANTIL PROPRIA 
7,CONSTRUIR E IMAGINAR,INSTITUTO UNÇÃO E ADORAÇÃO EM CRISTO,BERCARIO
7,CORACAO DE LEAO II,NUCLEO ASSISTENCIAL FRATERNO - NAF,BERCARIO
7,CORACAO VALENTE,ASSOCIAÇÃO BRUNA ROSA,SALA DE AULA PROPRIA         
7,CORUJINHA I,ASSOCIAÇÃO FILANTRÓPICA DE ASSISTENCIA AO MEIO AMBIENTE,BERCARIO
7,CRE SER I,INSTITUTO SOCIAL EDUCATIVO CULTURAL E DE TRANSFORMAÇÃO SOLID,SALA DE AULA PROPRIA         
7,CRIACAO DE VALOR,INSTITUTO CONSTRUINDO UMA EDUCACAO DE QUALIDADE ICEQ,SALA DE ED. INFANTIL PROPRIA 
7,CRIANCA FELIZ,ASS CULTURAL VITTA,SALA DE RECREACAO             
7,CUIDANDO DO AMANHA,ONG PLENO VIVER,SALA DE ED. INFANTIL PROPRIA 
7,CURUCA,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,SALA DE RECREACAO             
7,DAS OLIVEIRAS,SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI,BERCARIO
7,DENISE NALINI,ASSOCIAÇÃO ÁGUAS MARINHA,SALA DE ED. INFANTIL PROPRIA 
7,DESCOBRINDO O AMANHA,INSTITUTO EDUCACIONAL UMA NOVA HISTORIA,BERCARIO
7,EBENEZER,ACAO BRASILEIRA DE ASSISTENCIA E CONSCIENTIZACAO DA CIDADANI,BERCARIO
7,EDUCADOR PAULO FREIRE,ASSOCIACAO BENEFICENTE CAVALCANTE,BERCARIO
7,EL SHADAI,ASS BENEFICENTE MOVIMENTO DAS MULHERES DA CIDADE TIRADENTES,SALA DE ED. INFANTIL PROPRIA 
7,ELOHIM KADOSH,ASSOCIAÇÃO EM FAVOR E DEFESA DA COMUNIDADE,BERCARIO
7,EMANUEL,INSTITUTO SOCIAL EDUCATIVO CULTURAL E DE TRANSFORMAÇÃO SOLID,BERCARIO
7,ERIK GUNNAR ERIKSSON,CENTRO DE ACAO SOCIAL ESPACO LIVRE,SALA DE ED. INFANTIL PROPRIA 
7,ESPACO DA COMUNIDADE IX,INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA,SALA DE AULA PROPRIA         
7,ESPACO DA CRIANCA IV,ASSOC DOS MORADORES E AMIGOS DO CONJ. RESIDENCIAL TURISTICO,SALA DE ED. INFANTIL PROPRIA 
7,ESPACO VIDA CRIATIVA,INSTITUTO SAO PAULO MELHOR,SALA DE ED. INFANTIL PROPRIA 
7,ESTACAO CRIANCA,SERVICO COMUNITARIO DO ITAIM PAULISTA,SALA DE ED. INFANTIL PROPRIA 
7,ESTACAO KIDS,ASSOCIAÇÃO CENTRAL BEM VIVER,SALA DE ED. INFANTIL PROPRIA 
7,ESTRELA NOVA,TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL,SALA DE ED. INFANTIL PROPRIA 
7,ESTRELINHAS DO FUTURO,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,BERCARIO
7,ESTRELINHAS DO JARDIM JAQUELINE,ASSOCIACAO EDUCATEC,BERCARIO
7,EUCLIDES DA CUNHA,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE ED. INFANTIL PROPRIA 
7,EVA FURNARI,INSTITUTO EDUCACIONAL E CULTURAL PENTAGRAMA ESTRELADO,SALA DE ED. INFANTIL PROPRIA 
7,FAMILIA MISSAO,INSTITUTO SOCIAL E EDUCACIONAL BOAVENTURA,SALA DE AULA PROPRIA         
7,FAMILIA SIAO,ASS GRUPO MISSAO DIVINA,SALA DE AULA PROPRIA         
7,FE E ALEGRIA,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
7,FILADELFIA,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,SALA DE AULA PROPRIA         
7,FUTURO BRILHANTE VII,SOCIEDADE BENEFICENTE FLOR DO CAMPO DO JARDIM CELIA,BERCARIO
7,GABRIEL KARA,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,SALA DE ED. INFANTIL PROPRIA 
7,GIRASSOL,INSTITUTO EDUCACIONAL ANA E RAFAEL,SALA DE AULA PROPRIA         
7,GRAJAU,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,SALA DE ED. INFANTIL PROPRIA 
7,GUILHERME PARANHOS,SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI,SALA DE ED. INFANTIL PROPRIA 
7,HERMANN GMEINER,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,BERCARIO
7,HOREBE,ASS LUIZ RAMOS NATAN STAMFATER,SALA DE AULA PROPRIA         
7,INFANCIA COM AFETO,ONG PLENO VIVER,BERCARIO
7,IRENE IRAPIRANGA,SOCIEDADE BENEFICENTE ISRAELITA BRASILEIRA HOSPITAL ALBERT E,SALA DE ED. INFANTIL PROPRIA 
7,IRINEU,CARITAS CAMPO LIMPO CCL,BERCARIO
7,IZABEL CAROLINA,ASSOCIAÇÃO FUTURO E CIDADANIA,SALA DE AULA PROPRIA         
7,JARDIM AURORA,CARITAS CAMPO LIMPO CCL,BERCARIO
7,JARDIM CABUCU,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,SALA DE AULA PROPRIA         
7,JARDIM CLIMAX I,INSTITUTO PRINCIPE DA PAZ,SALA DE ED. INFANTIL PROPRIA 
7,JARDIM DAS IMBUIAS II,INSTITUTO SOCIAL E EDUCACIONAL BOAVENTURA,SALA DE ED. INFANTIL PROPRIA 
7,JARDIM DO CEDRO,ASS COMUNITARIA DO JD SAO JORGE E ADJACENCIAS,SALA DE ED. INFANTIL PROPRIA 
7,JARDIM DOS PINHEIROS,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,SALA DE ED. INFANTIL PROPRIA 
7,JARDIM DOS REIS,ASS DE MORADORES DO JARDIM COMERCIAL E ADJACENCIAS,SALA DE ED. INFANTIL PROPRIA 
7,JARDIM HELENA,INSTITUTO DE APOIO AS CRIANCAS ADOLESC E IDOSOS DE SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
7,JARDIM JARAGUA,GFWC CRE-SER,SALA DE AULA PROPRIA         
7,JARDIM MARIA SAMPAIO,CARITAS CAMPO LIMPO CCL,BERCARIO
7,JARDIM MONTE VERDE,A MAO COOPERADORA OBRAS SOCIAIS E EDUCACIONAIS,SALA DE ED. INFANTIL PROPRIA 
7,JARDIM SANTA TEREZINHA,INSTITUTO BINATI,SALA DE ED. INFANTIL PROPRIA 
7,JARDIM SAO PAULO,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,SALA DE ED. INFANTIL PROPRIA 
7,JARDIM TANAY,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
7,JOAO FERNANDES I,CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR,SALA DE ED. INFANTIL PROPRIA 
7,JORGE CAMISA NOVA,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE ED. INFANTIL PROPRIA 
7,JOSEPHINA SANTOS MAIA,ASSOCIAÇÃO BENEFICENTE CUNHA CAZALINI,SALA DE AULA PROPRIA         
7,JUJUBINHA,ASS EVANGELICA MONTE CARMELO,BERCARIO
7,JULIA SAPUCAIA,ASSOCIAÇÃO MENINO DEUS,SALA DE ED. INFANTIL PROPRIA 
7,KADOSHI,CENTRO DE AMPARO E REABILITACAO CANAA,SALA DE ED. INFANTIL PROPRIA 
7,LAR ENCANTADO,CENTRO COMUNITARIO DE VILA PENTEADO,BERCARIO
7,LIMA BARRETO II,INSTITUTO DE ACAO SOCIAL AMIGOS DA CIDADE,BERCARIO
7,LIRIO DO VALE,SERVICO DE ASSISTENCIA A FAMILIA CASA DA EDITINHA,SALA DE ED. INFANTIL PROPRIA 
7,LIU SHIE LIN,ASS E CENTRO DE APOIO SOCIAL E EDUC PARAISO INFANTIL ACASEPI,BERCARIO
7,LUAR DO SERTAO,SOCIEDADE SANTOS MARTIRES,SALA DE ED. INFANTIL PROPRIA 
7,LUIS CARLOS ELO DE AMOR,ASSOCIACAO EDUCATEC,SALA DE ED. INFANTIL PROPRIA 
7,LUZ DO SABER - II,ASS CENTRO APOIO MORADORES JD TIETE - RIACHO DOS MACHADOS,SALA DE AULA PROPRIA         
7,MACEDONIA III,INSTITUTO MACEDONIA,SALA DE ED. INFANTIL PROPRIA 
7,MAE OPERARIA,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,SALA DE ED. INFANTIL PROPRIA 
7,MASCOTE II,ASSOCIACAO DEHONIANA BRASIL MERIDIONAL,SALA DE ED. INFANTIL PROPRIA 
7,MEIMEI,ASSOCIACAO MAREZINHA - BMT,SALA DE ED. INFANTIL PROPRIA 
7,MENSAGEM DE PAZ - FRANCESCO FORGIONE,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,BERCARIO
7,MENSAGEM DE PAZ TERESA LISIEUX,ASSOCIAÇÃO SEARA NORTE,SALA DE ED. INFANTIL PROPRIA 
7,MITSUTANI,TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL,SALA DE ED. INFANTIL PROPRIA 
7,MUNDO ENCANTADO,CENTRO COMUNITARIO DE VILA PENTEADO,BERCARIO
7,NELSON MANDELA,ASSOCIAÇÃO EDUCAR PARA TRANSFORMAR,BERCARIO
7,NOSSA SENHORA DAS GRACAS - INSTITUTO CIO DA TERRA,ASS DE MORADORES DO JARDIM COMERCIAL E ADJACENCIAS,SALA DE ED. INFANTIL PROPRIA 
7,NOSSA SENHORA DAS MERCES,ASS ASSIST SOCIAL E PROM FILANTROP IMACULADA CONCEICAO VL AL,SALA DE ED. INFANTIL PROPRIA 
7,NOSSA SENHORA MAGLAC II,ACAO SOCIAL LARGO 13,BERCARIO
7,NOSSA SENHORA MAGLAC III,ACAO SOCIAL LARGO 13,BERCARIO
7,NOSSO LAR II,ASS BENEFICENTE LUZ,BERCARIO
7,NOSSO SONHO,CENTRO SOCIAL DA PAROQUIA DE SANTA TEREZA DE ARTUR ALVIM,SALA DE ED. INFANTIL PROPRIA 
7,NOVO AMANHECER,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
7,NOVOS CAMINHOS,ASSOCIACAO EDUCACIONAL UIRAPURU,SALA DE ED. INFANTIL PROPRIA 
7,OLHAR DE CRIANCA,ASSOCIACAO SAO GABRIEL,SALA DE ED. INFANTIL PROPRIA 
7,PARELHEIROS,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,SALA DE ED. INFANTIL PROPRIA 
7,PARQUE AMERICA,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,SALA DE ED. INFANTIL PROPRIA 
7,PARQUE DOROTEIA,ASSOCIACAO BENEFICENTE AMAC,SALA DE ED. INFANTIL PROPRIA 
7,PARQUE DOS BANCARIOS,CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO,SALA DE ED. INFANTIL PROPRIA 
7,PARQUE FIGUEIRA GRANDE,SPDM - ASSOC PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,SALA DE ED. INFANTIL PROPRIA 
7,PARQUE IPE,ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE,SALA DE ED. INFANTIL PROPRIA 
7,PARQUE NOVO GRAJAU,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,SALA DE ED. INFANTIL PROPRIA 
7,PAULINO BRANCO MARTINS,ASSOCIACAO EDUCACIONAL UIRAPURU,SALA DE ED. INFANTIL PROPRIA 
7,PAZ,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,BERCARIO
7,PEDRO E MARIA II,ASSOCIAÇÃO CRISTÃ PAZ ESPERANÇA E ADJACENTES,SALA DE ED. INFANTIL PROPRIA 
7,PEDRO E MARIA III,ASSOCIAÇÃO CRISTÃ PAZ ESPERANÇA E ADJACENTES,BERCARIO
7,PENTAGRAMA III,INSTITUTO EDUCACIONAL E CULTURAL PENTAGRAMA ESTRELADO,SALA DE ED. INFANTIL PROPRIA 
7,PIPAS I,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,SALA DE AULA PROPRIA         
7,PIRUETA,INSTITUTO DE INTEGRAÇÃO SOCIAL NATALIA REZINO,SALA DE ED. INFANTIL PROPRIA 
7,PRINCESINHA,CRECHE IMACULADA CORACAO DE MARIA DO JARDIM PRINCESA,BERCARIO
7,PRINCIPIOS,ASS COMUNITARIA DE SAO MATEUS,BERCARIO
7,RAFA GIRE II,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,BERCARIO
7,RAFA GIRE II,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,SALA DE ED. INFANTIL PROPRIA 
7,RAIO DE SOL II - MESTRE PAULO FREIRE,FUNDACAO COMUNIDADE DA GRACA,BERCARIO
7,RAIO DE SOL V,ASSOCIAÇÃO BENEFICENTE MIP SOUZA NOVO AMANHECER,BERCARIO
7,RECANTO FELIZ,ASSOCIAÇÃO BENEFICENTE CULTURAL EBENEZER,SALA DE ED. INFANTIL PROPRIA 
7,REFERENCIA,ASS MISSIONARIA BETEL,BERCARIO
7,RUGRATS OS ANJINHOS IX,COMEB - CONSELHO DE MINISTROS EVANGELICOS DO BRASIL,SALA DE ED. INFANTIL PROPRIA 
7,SAGRADA FAMILIA - ADBM,UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO,SALA DE ED. INFANTIL PROPRIA 
7,SANTA THERESINHA,CONJUNTO ASSISTENCIAL NOSSA SENHORA DA CONCEICAO APARECIDA,BERCARIO
7,SANTO AGOSTINHO - ASA,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
7,SAO JOAO GUALBERTO,CARITAS CAMPO LIMPO CCL,BERCARIO
7,SAO ROBERTO,ACAO COMUNITARIA SAO BENEDITO,BERCARIO
7,SERGIO LESSA DA FONSECA,ASS BENEFICENTE 2001,BERCARIO
7,SHADDAI II,INSTITUTO BEVENUTTO,BERCARIO
7,SHAMMAH,ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH,SALA DE ED. INFANTIL PROPRIA 
