total_ambients,school,parceria,ambient
3,CAMINHAR II,ASS DE MORADIA HORTO DO IPE E ADJACENCIAS,BERCARIO
3,CAMINHAR II,ASS DE MORADIA HORTO DO IPE E ADJACENCIAS,SALA DE ED. INFANTIL PROPRIA 
3,CAMINHAR VI,GREMIO RECREATIVO CULTURAL E DUCACIONAL RUBRO VERDE,BERCARIO
3,CAMINHAR VI,GREMIO RECREATIVO CULTURAL E DUCACIONAL RUBRO VERDE,SALA DE ED. INFANTIL PROPRIA 
3,CAMINHO DOURADO III,INSTITUIÇÃO AQUARELA,SALA DE ED. INFANTIL PROPRIA 
3,CAMPANELA,ASS E CENTRO DE APOIO SOCIAL E EDUC PARAISO INFANTIL ACASEPI,BERCARIO
3,CAMPO BELO,INSTITUTO EDUCACIONAL PROJETANDO O FUTURO,SALA DE ED. INFANTIL PROPRIA 
3,CAMPOS ELISEOS I,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,SALA DE ED. INFANTIL PROPRIA 
3,CANDIDO PORTINARI,ASSOCIAÇÃO GUIMU,SALA DE ED. INFANTIL PROPRIA 
3,CANTINHO DA LAURINHA,ASS E CENTRO DE APOIO SOCIAL E EDUC PARAISO INFANTIL ACASEPI,SALA DE ED. INFANTIL PROPRIA 
3,CANTINHO DA PAZ I,MOVIMENTO DO EDUCAR E APRENDER PARA O FUTURO,SALA DE ED. INFANTIL PROPRIA 
3,CANTINHO DA PAZ II,MOVIMENTO DO EDUCAR E APRENDER PARA O FUTURO,BERCARIO
3,CANTINHO DA RENATA,ASS BENEFICENTE COMUNITARIA IRMAOS MAXI,SALA DE AULA PROPRIA         
3,CANTINHO DA SERRA II,SOCIEDADE ESPIRITA TEREZINHA DE JESUS,BERCARIO
3,CANTINHO DA TIA DORA,INSTITUTO CIDADAO BRASILEIRO PARTICIPATIVO,BERCARIO
3,CANTINHO DA VOVO HELENA,ASS DOS MORADORES DE VILA REIS JARDIM PLANALTO E REGIAO,BERCARIO
3,CANTINHO DE LUZ II,ASS ESPIRITA AMPARO E ASSIST ESPIRITUAL BEZERRA DE MENEZES,BERCARIO
3,CANTINHO DE LUZ II,ASS ESPIRITA AMPARO E ASSIST ESPIRITUAL BEZERRA DE MENEZES,SALA DE ED. INFANTIL PROPRIA 
3,CANTINHO DO SABER,COMUNIDADE CANTINHO DA PAZ,BERCARIO
3,CARACOL,CRUZADA PRO INFANCIA,BERCARIO
3,CARLOS APOLINARIO,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
3,CARLOS EDUARDO BARRETO,ASSOCIACAO BENEFICENTE CAVALCANTE,BERCARIO
3,CARLOS EDUARDO TUCO,ASS MISSIONARIAS DE SANTISSIMA TRINDADE,BERCARIO
3,CASA DA CRIANCA,ASS DE MORADORES DO JARDIM COMERCIAL E ADJACENCIAS,BERCARIO
3,CASA DA CRIANCA FELIZ,CRUZADA PRO INFANCIA,BERCARIO
3,CASA DA CRIANCA ST TEREZINHA,CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO,BERCARIO
3,CASA DO CRISTO II,FRATERNIDADE IRMA AMELIA,BERCARIO
3,CASA DO CRISTO III,FUNDACAO COMUNIDADE DA GRACA,BERCARIO
3,CASA DOS INOCENTES II,INSTITUTO SAO PAULO MELHOR,SALA DE ED. INFANTIL PROPRIA 
3,CASTILHO,INSTITUTO VIDA SAO PAULO,BERCARIO
3,CASTILHO,INSTITUTO VIDA SAO PAULO,SALA DE ED. INFANTIL PROPRIA 
3,CDHU ITAIM A,ASS DOS MORADORES DO JARDIM AUREA,BERCARIO
3,CEAR PROXIMOS PASSOS JARDIM SATELITE,ASSOCIAÇÃO ÁGUAS MARINHA,BERCARIO
3,CECILIA MEIRELES,FEDERACAO ESPIRITA DO ESTADO DE SAO PAULO,BERCARIO
3,CENT COMUN JOAO PAULO I - NC CON ANTONIO TOZELLI,CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS,SALA DE ED. INFANTIL PROPRIA 
3,CENT RECUP EDUC NUTRICIONAL II - CREN,CREN- CENTRO DE RECUPERAÇÃO E EDUCAÇÃO NUTRICIONAL,BERCARIO
3,CENT RECUP EDUC NUTRICIONAL II - CREN,CREN- CENTRO DE RECUPERAÇÃO E EDUCAÇÃO NUTRICIONAL,SALA DE ED. INFANTIL PROPRIA 
3,CENTRO SOCIAL MARISTA IRMAO JUSTINO - CESOMAR,ASS BENEFICENTE DE APOIO A COMUNIDADE CARENTE UNIDA,SALA DE ED. INFANTIL PROPRIA 
3,CHICA DA SILVA,ASS CAMARGO MIRON,SALA DE ED. INFANTIL PROPRIA 
3,CIA DOS SONHOS IV,ASSOCIAÇÃO BENEFICENTE FOLHINHAS VERDES,BERCARIO
3,CIRANDA CIRANDINHA,ASSOCIAÇÃO BENEFICENTE RECANTO CRIANÇA FELIZ,SALA DE AULA PROPRIA         
3,CIRANDINHA DAS ROSAS,ASS BENEFICENTE LUZ DA SABEDORIA,BERCARIO
3,CISNE ENCANTADO CEI,ASS COMUNITARIA DAS CRIANCAS CARENTES DA CIDADE TIRADENTES,SALA DE ED. INFANTIL PROPRIA 
3,COHAB SONDA II ROSE VALEZIN,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,SALA DE ED. INFANTIL PROPRIA 
3,COLINHO DE MAMAE,CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS,SALA DE AULA PROPRIA         
3,COMUNIDADE FELIZ CRECHE,ASSOCIAÇÃO BENEFICENTE FOLHINHAS VERDES,SALA DE ED. INFANTIL PROPRIA 
3,CONJUNTO HABITACIONAL SANTA ETELVINA VI,ASSOCIACAO VIA COMUNIDADE,SALA DE AULA PROPRIA         
3,CONJUNTO HABITACIONAL SAO MIGUEL,MOCA MOVIMENTO DE ORIENTACAO A CRIANCA E AO ADOLESCENTE,BERCARIO
3,CONSTRUIR E IMAGINAR,INSTITUTO UNÇÃO E ADORAÇÃO EM CRISTO,SALA DE ED. INFANTIL PROPRIA 
3,CORACAO DE JESUS,ASSOCIACAO DEHONIANA BRASIL MERIDIONAL,SALA DE ED. INFANTIL PROPRIA 
3,CORACAO DE MARIA,ASS CULTURAL E EDUCACIONAL OLHOS BRILHANTES,BERCARIO
3,CORACAO MATERNO,ASSOCIACAO SANTA BARBARA - CAMINHO DA PAZ,BERCARIO
3,CORDEIRINHOS DE CRISTO II,ASSOCIAÇÃO BENEFICENTE AMARAL OLIVEIRA,BERCARIO
3,CORES E DIVERSAO,ASSOCIACAO BENEFICENTE CAVALCANTE,BERCARIO
3,CRE-SER,CREIA - CENTRO DE REFERENCIA EM EDUCACAO IRMA ANGELA,SALA DE ED. INFANTIL PROPRIA 
3,CRIANCA DA GENTE,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE AULA PROPRIA         
3,CRIANCA FELIZ,ASS CULTURAL VITTA,BERCARIO
3,CRIANCA NOSSO BEM MAIOR,ASS BENEFICENTE COMUNITARIA IRMAOS MAXI,BERCARIO
3,CRIANCA NOSSO BEM MAIOR,ASS BENEFICENTE COMUNITARIA IRMAOS MAXI,SALA DE ED. INFANTIL PROPRIA 
3,CRISTAL,ASSOCIAÇÃO INFÂNCIA COM ALIMENTO E AFETO,SALA DE ED. INFANTIL PROPRIA 
3,CRUZ DE MALTA,ASSOCIAÇÃO GIRASSOL AZUL,SALA DE RECREACAO             
3,CT VIDA KIDS I,UNIAO DOS MORADORES DA VILA PALMEIRAS E ADJACENCIAS,BERCARIO
3,CT VIDA KIDS I,UNIAO DOS MORADORES DA VILA PALMEIRAS E ADJACENCIAS,SALA DE ED. INFANTIL PROPRIA 
3,DAMARIS CASTILHO IV,ASS BENEFICENTE COMUNITARIA EM ITAQUERA E ADJACENCIAS,BERCARIO
3,DANDINHA II,ASSOCIAÇÃO INFÂNCIA COM ALIMENTO E AFETO,SALA DE ED. INFANTIL PROPRIA 
3,DANIEL COMBONI I,ASSOCIACAO DEHONIANA BRASIL MERIDIONAL,SALA DE ED. INFANTIL PROPRIA 
3,DENTE DE LEITE,LAR DAS CRIANCAS DIVINO AMOR,BERCARIO
3,DERCILA BASTOS,ASS PRO FAMILIA E BEM ESTAR CASA VERDE,SALA DE ED. INFANTIL PROPRIA 
3,DIVINA GRACA,ASSOCIAÇÃO BENEFICENTE DIVINA GRAÇA,SALA DE ED. INFANTIL PROPRIA 
3,DIVINA PROVIDENCIA,ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH,BERCARIO
3,DOCE INFANCIA III,ONG PLENO VIVER,BERCARIO
3,DOCE INFANCIA IV,ASSOCIACAO BENEFICENTE CAVALCANTE,BERCARIO
3,DOCE LAR DO IRMAO BENEDITO,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE ED. INFANTIL PROPRIA 
3,DONA BARATINHA,ASSOCIACAO BENEFICENTE CAVALCANTE,BERCARIO
3,DONA BARATINHA,ASSOCIACAO BENEFICENTE CAVALCANTE,SALA DE ED. INFANTIL PROPRIA 
3,DOZE DE OUTUBRO,ASS BENEFICENTE E DE MUTIRANTES FABIO CANDIDO,SALA DE ED. INFANTIL PROPRIA 
3,EDUCADORES EM FOCO,CENTRO DE PROMOCAO HUMANA NOSSA SENHORA AP DO JD PEDREIRA,BERCARIO
3,EDUCADORES EM FOCO,CENTRO DE PROMOCAO HUMANA NOSSA SENHORA AP DO JD PEDREIRA,SALA DE ED. INFANTIL PROPRIA 
3,EFATA,ASS COMUNITARIA BENEFICENTE DO CONJUNTO RESIDENCIAL ITAJUIBE,BERCARIO
3,EFATA,ASS COMUNITARIA BENEFICENTE DO CONJUNTO RESIDENCIAL ITAJUIBE,SALA DE ED. INFANTIL PROPRIA 
3,ELITE,ASS BENEFICENTE MOVIMENTO DAS MULHERES DA CIDADE TIRADENTES,SALA DE ED. INFANTIL PROPRIA 
3,ELODI MARIA DAMACENA,ACAO SOCIAL LARGO 13,BERCARIO
3,ELODI MARIA DAMACENA,ACAO SOCIAL LARGO 13,SALA DE ED. INFANTIL PROPRIA 
3,ELOHIM ADONAI II,CENTRO DE ORIENTACAO A FAMILIA- COR,BERCARIO
3,ELOYSE II,ASSOCIAÇÃO ABRINDO AS PORTAS DO FUTURO,BERCARIO
3,ELOYSE II,ASSOCIAÇÃO ABRINDO AS PORTAS DO FUTURO,SALA DE ED. INFANTIL PROPRIA 
3,ELVIRA MARTINS,ASS COMUNITARIA AURI VERDE,BERCARIO
3,ELZA NEGRO,ASSOCIACAO EDUCATEC,BERCARIO
3,EMILIA FERREIRO,SOCIEDADE ESPIRITA TEREZINHA DE JESUS,BERCARIO
3,ENCANTO E HARMONIA,COMUNIDADE KOLPING SAO FRANCISCO DE GUAIANASES,BERCARIO
3,ENCARNACAO GIMENEZ MARTINEZ LUCAS,ASSOCIACAO BENEFICENTE CAVALCANTE,BERCARIO
3,ERINICE SIQUEIRA TRUBER,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
3,ESPACO DA COMUNIDADE I,FUNDACAO COMUNIDADE DA GRACA,BERCARIO
3,ESPACO DA COMUNIDADE II,INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA,BERCARIO
3,ESPACO DA COMUNIDADE VIII,FUNDACAO COMUNIDADE DA GRACA,BERCARIO
3,ESPACO DA COMUNIDADE XII,FUNDACAO COMUNIDADE DA GRACA,BERCARIO
3,ESPACO DA CRIANCA II,ASS EDUCACIONAL JUVENIL E INFANTIL,SALA DE ED. INFANTIL PROPRIA 
3,ESPACO DA CRIANCA IV,ASSOC DOS MORADORES E AMIGOS DO CONJ. RESIDENCIAL TURISTICO,BERCARIO
3,ESPACO FELIZ,ASS BENEFICENTE COMUNITARIA AURORA,SALA DE AULA PROPRIA         
3,ESPACO FELIZ II,ASSOCIAÇÃO BENEFICENTE CULTURAL EBENEZER,SALA DE ED. INFANTIL PROPRIA 
3,ESPACO FELIZ III,ASSOCIAÇÃO BENEFICENTE CULTURAL EBENEZER,BERCARIO
3,ESPACO FELIZ III,ASSOCIAÇÃO BENEFICENTE CULTURAL EBENEZER,SALA DE ED. INFANTIL PROPRIA 
3,ESPACO KAIROS IV,CRUZADA PRO INFANCIA,BERCARIO
3,ESPACO KAIROS IV,CRUZADA PRO INFANCIA,SALA DE AULA PROPRIA         
3,ESPACO KAIROS KANOE,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
3,ESPACO KAIROS PERI,SOCIEDADE ESPIRITA TEREZINHA DE JESUS,BERCARIO
3,ESPACO KAIROS V,UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO,BERCARIO
3,ESPACO KAIROS V,UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO,SALA DE ED. INFANTIL PROPRIA 
3,ESPACO KAIROS X,UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO,BERCARIO
3,ESPERANCA,ASSOCIAÇÃO DAS FRANCISCANAS FILHAS DA DIVINA PROVIDENCIA,BERCARIO
3,ESPERANCA E VIDA,ASS BENEFICENTE COMUNITARIA ANJOS DA ESPERANCA,SALA DE ED. INFANTIL PROPRIA 
3,ESTERLITA,ASS SAO SABAS DE FILANTROPIA,SALA DE ED. INFANTIL PROPRIA 
3,ESTRADA TURISTICA,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
3,ESTRELA AZUL,ASS DOS MORADORES DE VILA REIS JARDIM PLANALTO E REGIAO,BERCARIO
3,ESTRELA BABY,ASSOCIAÇÃO DO TRABALHO EDUCACIONAL ESPORTIVO REC. E CULTURAL,BERCARIO
3,ESTRELA CADENTE,ASS DOS MORADORES DE VILA REIS JARDIM PLANALTO E REGIAO,SALA DE ED. INFANTIL PROPRIA 
3,ESTRELA DOURADA,ASSOCIAÇÃO BENEFICENTE LONAN,SALA DE ED. INFANTIL PROPRIA 
3,ESTRELA GUIA,ASS BENEFICENTE AOS CARENTES DA SAGRADA FAMILIA,BERCARIO
3,ESTRELAS BRILHANTES,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,BERCARIO
3,ESTRELAS BRILHANTES,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,SALA DE AULA PROPRIA         
3,ESTRELINHAS ALEGRES,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,BERCARIO
3,ESTRELINHAS ALEGRES II,ASS DE APOIO AOS IDOSOS. CRIANCAS E ADOLESCENTES,BERCARIO
3,ESTRELINHAS DE DAVI,ASS BENEFICENTE ESPERA POR UMA VIDA MELHOR,SALA DE ED. INFANTIL PROPRIA 
3,ESTRELINHAS DO FUTURO II,ACAO SOCIAL COMUNITARIA DO LAGEADO JOILSON DE JESUS,SALA DE ED. INFANTIL PROPRIA 
3,EUGENIO FRANCISCO DE SANTANA,ASS PELO DESENVOLVIMENTO EDUCACIONAL E PROFISSIONAL ADEP,BERCARIO
3,FAMILIA JUDA,CRUZADA PRO INFANCIA,BERCARIO
3,FAZ DE CONTA,INSTITUTO EM PROL DA EDUCACAO INFANTIL CRIANCAS ESPETACULARE,SALA DE AULA PROPRIA         
3,FILADELFIA,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,BERCARIO
3,FILHOS DE BETEL ACAM,ASSOCIAÇÃO BENEFICENTE CONSTRUIR,SALA DE ED. INFANTIL PROPRIA 
3,FILHOS DE BETEL II,ASS CENTRO APOIO MORADORES JD TIETE - RIACHO DOS MACHADOS,BERCARIO
3,FILHOS DO REI,ASSOCIAÇÃO INFÂNCIA COM ALIMENTO E AFETO,BERCARIO
3,FIM DE SEMANA,ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA,BERCARIO
3,FLOR DE LIS,ONG PLENO VIVER,SALA DE ED. INFANTIL PROPRIA 
3,FLOR DE LOTUS,INSTITUTO BINATI,BERCARIO
3,FLOR DO AMANHA,UNIAO SOCIAL BRASIL GIGANTE,BERCARIO
3,FLOR DO AMANHA II,UNIAO SOCIAL BRASIL GIGANTE,BERCARIO
3,FLORESTA ENCANTADA,NUCLEO ASSISTENCIAL FRATERNO - NAF,BERCARIO
3,FONTE DOS SONHOS,CENTRO DE PROMOCAO HUMANA NOSSA SENHORA AP DO JD PEDREIRA,BERCARIO
3,FRANCISCO PEREIRA SOBRINHO,ASS BENEFICENTE KAIROS,BERCARIO
3,FRANCISCO YOSHIO,COMITÊ SETH DE DESENVOLVIMENTO SOCIAL,SALA DE ED. INFANTIL PROPRIA 
3,FRANK DUFF,ASSOCIAÇÃO BENEFICENTE COMUNITARIA THEREZINHA DE JESUS,BERCARIO
3,FRATERNIDADE IRMA AMELIA,ASS BENEFICENTE PARA HUMANIZACAO SOCIAL,BERCARIO
3,FUTURO BRILHANTE III,INSTITUTO UNÇÃO E ADORAÇÃO EM CRISTO,BERCARIO
3,FUTURO DO AMANHA,INSTITUTO MIRACEMA,BERCARIO
3,FUTURO FELIZ,ASSOCIAÇÃO BENEFICENTE FOLHINHAS VERDES,BERCARIO
3,GAMALIEL,ASSOCIAÇÃO EM FAVOR E DEFESA DA COMUNIDADE,SALA DE ED. INFANTIL PROPRIA 
3,GARRA FEMININA,NUCLEO ASSISTENCIAL FRATERNO - NAF,SALA DE ED. INFANTIL PROPRIA 
3,GARRA FEMININA II,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
3,GLEBA DO PESSEGO,CENTRO SOCIOEDUCATIVO PERSEVERANÇA,BERCARIO
3,GOTA DE ESPERANCA I,INSTITUTO EDUCACIONAL SOCIAL E CULTURAL GOTA DE ESPERANÇA,SALA DE ED. INFANTIL PROPRIA 
3,GOTA DE ESPERANCA III,ASSOCIAÇÃO BENEFICENTE RENASCER DE UM NOVO MUNDO,BERCARIO
3,GOTA DE ESPERANCA VI,INSTITUTO EDUCACIONAL SOCIAL E CULTURAL GOTA DE ESPERANÇA,SALA DE ED. INFANTIL PROPRIA 
3,HAVILAH,ASS BENEF .COMUNITARIA E CULT. NUCLEO DE ATENDIMENTO SOCIAL,SALA DE ED. INFANTIL PROPRIA 
3,HAYDEE BARRETO FERRARA,ASSOCIAÇÃO DOS ESTUDANTES DO CONJ PAULISTANO,SALA DE ED. INFANTIL PROPRIA 
3,HENRIQUE FERNANDES,CRUZADA PRO INFANCIA,BERCARIO
3,IASHUA,INSTITUTO DE GESTÃO EDUCACIONAL E VALORIZAÇÃO DO ENSINO - IG,BERCARIO
3,IGEVE CONCHILIA,ASSOCIAÇÃO DO TRABALHO EDUCACIONAL ESPORTIVO REC. E CULTURAL,BERCARIO
3,IGEVE CONCHILIA,ASSOCIAÇÃO DO TRABALHO EDUCACIONAL ESPORTIVO REC. E CULTURAL,SALA DE ED. INFANTIL PROPRIA 
3,IGEVE GUAIANASES ALVORADA,INSTITUTO DE GESTÃO EDUCACIONAL E VALORIZAÇÃO DO ENSINO - IG,BERCARIO
3,IGEVE GUAIANASES ALVORADA,INSTITUTO DE GESTÃO EDUCACIONAL E VALORIZAÇÃO DO ENSINO - IG,SALA DE ED. INFANTIL PROPRIA 
3,IGEVE GUAIANASES MENDONCA,INSTITUTO DE GESTÃO EDUCACIONAL E VALORIZAÇÃO DO ENSINO - IG,BERCARIO
3,IGEVE GUAIANASES RUBI,CRUZADA PRO INFANCIA,BERCARIO
3,IGEVE GUAIANASES RUBI,CRUZADA PRO INFANCIA,SALA DE ED. INFANTIL PROPRIA 
3,IGUATEMI,CRUZADA PRO INFANCIA,BERCARIO
3,INDEPENDENCIA,ASSOCIAÇÃO CICLECA-CENTRO INTEG A CULT.LAZER E EDUC A CRIAN,BERCARIO
3,INFANCIA FELIZ II,CENTRO SOCIAL DA PAROQUIA DE SANTA TEREZA DE ARTUR ALVIM,SALA DE ED. INFANTIL PROPRIA 
3,INGRID VITORIA,CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS,BERCARIO
3,INGRID VITORIA,CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS,SALA DE ED. INFANTIL PROPRIA 
3,IRACI SANTANA,ASSOCIAÇÃO CULTURAL NOSSA SENHORA,SALA DE ED. INFANTIL PROPRIA 
3,IRENE RAMALHO,INSTTUTO CRIANCA CIDADA,SALA DE ED. INFANTIL PROPRIA 
3,ISSA KURBHI,CRUZADA PRO INFANCIA,BERCARIO
3,ITAJUIBE,SERVICO COMUNITARIO DO ITAIM PAULISTA,BERCARIO
3,ITAQUERA B,ASSOCIACAO BENEFICENTE EDUCACAO SUPREMA,BERCARIO
3,JACUI II,SERVICO COMUNITARIO DO ITAIM PAULISTA,BERCARIO
3,JARDIM ANA ROSA,INSTITUTO SOCIAL EDUCATIVO CULTURAL E DE TRANSFORMAÇÃO SOLID,BERCARIO
3,JARDIM ARPOADOR,MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE,BERCARIO
3,JARDIM BRASIL,ONG PEQUENOS PRELUDIOS,SALA DE RECREACAO             
3,JARDIM CLIMAX,INSTITUTO PRINCIPE DA PAZ,SALA DE RECREACAO             
3,JARDIM DA ALEGRIA,INSTITUTO ASSISTENCIAL GIDEOES,BERCARIO
3,JARDIM DA ALEGRIA,INSTITUTO ASSISTENCIAL GIDEOES,SALA DE ED. INFANTIL PROPRIA 
3,JARDIM DA CONQUISTA,CENTRO DE PROMOCAO HUMANA NOSSA SENHORA AP DO JD PEDREIRA,BERCARIO
3,JARDIM DAMASCENO,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,BERCARIO
3,JARDIM DAS CAMELIAS,SERVICO COMUNITARIO DO ITAIM PAULISTA,BERCARIO
3,JARDIM DO SABER,ASSOCIAÇÃO BENEFICENTE MEMORIAL CRIANÇA FELIZ,BERCARIO
3,JARDIM DOS PEQUENINOS,ASSOCIAÇÃO DAS FRANCISCANAS FILHAS DA DIVINA PROVIDENCIA,BERCARIO
3,JARDIM DOS PINHEIROS,CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL,BERCARIO
3,JARDIM DOS SONHOS,INSTITUTO BEVENUTTO,BERCARIO
3,JARDIM DOS SONHOS,INSTITUTO BEVENUTTO,SALA DE ED. INFANTIL PROPRIA 
3,JARDIM ECOLOGICO GUARAPIRANGA I,INSTITUTO SOCIAL DONIZETE,BERCARIO
3,JARDIM ECOLOGICO GUARAPIRANGA I,INSTITUTO SOCIAL DONIZETE,SALA DE ED. INFANTIL PROPRIA 
3,JARDIM EDITE,LIGA DAS SENHORAS CATOLICAS DE SAO PAULO,BERCARIO
3,JARDIM ELIANE,PRO SAUDE ASSOC. BENEFICENTE DE ASSISTENCIA SOCIAL HOSPITAR,BERCARIO
3,JARDIM HELENA I,INSTITUTO DE APOIO AS CRIANCAS ADOLESC E IDOSOS DE SAO PAULO,BERCARIO
3,JARDIM IMPERADOR,CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR,BERCARIO
3,JARDIM ITAGUACU,INSTITUTO ILUMINA TERRA ACAO PARA DESENVOLVIMENTO SOCIAL,BERCARIO
3,JARDIM LAPENA,CENTRO SOCIAL LAUZANE PAULISTA,BERCARIO
3,JARDIM MITSUTANI,TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL,SALA DE RECREACAO             
3,JARDIM MONTE VERDE,A MAO COOPERADORA OBRAS SOCIAIS E EDUCACIONAIS,BERCARIO
3,JARDIM NORDESTE,ONG PLENO VIVER,BERCARIO
3,JARDIM NOVO HORIZONTE,CONJUNTO ASSISTENCIAL NOSSA SENHORA DA CONCEICAO APARECIDA,BERCARIO
3,JARDIM PAULISTANO,ASSOCIACAO VIA COMUNIDADE,SALA DE DANCA / GINASTICA
3,JARDIM PERI,ASSOCIACAO VIA COMUNIDADE,BERCARIO
3,JARDIM SANTA TEREZINHA,INSTITUTO BINATI,SALA DE RECREACAO             
3,JARDIM SAO BENTO,ORGANIZACAO TALENTO JOVEM,SALA DE RECREACAO             
3,JARDIM SAO CARLOS II,ASSISTENCIA SOCIAL A COLMEIA,SALA DE ED. INFANTIL PROPRIA 
3,JARDIM SAO FRANCISCO,ASS COMUNIT. E BENEFIC. PADRE JOSE AUGUSTO MACHADO MOREIRA,BERCARIO
3,JARDIM SAO NICOLAU,ASSOCIACAO BENEFICENTE DOS FUNCIONARIOS DO GRUPO MMC,BERCARIO
3,JARDIM SAO PEDRO,CONJUNTO ASSISTENCIAL NOSSA SENHORA DA CONCEICAO APARECIDA,BERCARIO
3,JARDIM SAPOPEMBA III,ACAO COMUNIT. PAROQUIAL DO JD. COLONIAL PE. EMIR RIGON,BERCARIO
3,JARDIM SHANGRILA - NUCLEO III,LAR ALTAIR MARTINS,BERCARIO
3,JARDIM TANAY,CRUZADA PRO INFANCIA,BERCARIO
3,JARDIM TRES MARIAS I,ACAO COMUNIT. PAROQUIAL DO JD. COLONIAL PE. EMIR RIGON,SALA DE ED. INFANTIL PROPRIA 
3,JARDIM UMUARAMA,INSTITUTO DAS FILHAS E FILHOS DO CORAÇÃO IMACULADO DE MARIA,BERCARIO
3,JARDIM VERA CRUZ,INSTITUTO SOCIAL E EDUCACIONAL BOAVENTURA,BERCARIO
3,JEOVA RAFA,ASSOCIAÇÃO BRUNA ROSA,SALA DE AULA PROPRIA         
3,JESSICA FRAZAO,ASSOCIAÇÃO EM FAVOR E DEFESA DA COMUNIDADE,BERCARIO
3,JESUS REI,INSTITUTO EDUCACIONAL E SOCIAL LUZ DO MUNDO,BERCARIO
3,JESUS REI II,INSTITUIÇÃO AQUARELA,SALA DE ED. INFANTIL PROPRIA 
3,JESUS REI III,INSTITUTO EDUCACIONAL E SOCIAL LUZ DO MUNDO,BERCARIO
3,JOAO E MARIA,SPDM - ASSOC PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,SALA DE ED. INFANTIL PROPRIA 
3,JOAO E MEL,INSTITUTO EDUCACIONAL E SOCIAL LUZ DO MUNDO,BERCARIO
3,JOAO FERNANDES II,CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR,BERCARIO
3,JOAO FERNANDES II,CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR,SALA DE ED. INFANTIL PROPRIA 
3,JOAO FERNANDES III,CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR,BERCARIO
3,JOAO FERNANDES IV,ASSOCIACAO SANTA BARBARA - CAMINHO DA PAZ,BERCARIO
3,JOAO FERNANDES VIII,NUCLEO ASSISTENCIAL FRATERNO - NAF,SALA DE ED. INFANTIL PROPRIA 
3,JOAO FERNANDES X,ASSOCIACAO SANTA BARBARA - CAMINHO DA PAZ,BERCARIO
3,JOAO FERNANDES XII,ASSOCIACAO SANTA BARBARA - CAMINHO DA PAZ,SALA DE ED. INFANTIL PROPRIA 
3,JOAO PE DE FEIJAO,ASSOCIAÇÃO CIVICA FEMININA,SALA DE ED. INFANTIL PROPRIA 
3,JOAO PEDRO RODRIGUES,ASSOCIAÇÃO ASSISTENCIAL SOCIAL TRANSFORMAÇÃO,BERCARIO
3,JOAO PEDRO RODRIGUES,ASSOCIAÇÃO ASSISTENCIAL SOCIAL TRANSFORMAÇÃO,SALA DE ED. INFANTIL PROPRIA 
3,JOAQUIM SOUZA,ASSOCIAÇÃO BENEFICENTE CUNHA CAZALINI,SALA DE AULA PROPRIA         
3,JORGE JONES,ASS FORCA JOVEM VILA MARA,BERCARIO
3,JOSE BONIFACIO (BOM PASTOR II),ASS FEMININA DAS SERVIDORAS PUBLICAS DO BRASIL AFEMI,SALA DE ED. INFANTIL PROPRIA 
3,JOSE MARIA,ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH,BERCARIO
