dre,school,average_age
PE,MONTE CARMELO,5.0
CS,JARDIM ICARAI,5.0
CL,BRYAN BIGUINATI JARDIM,5.0
FO,CRIA,5.0
PE,BRILHO NO OLHAR,5.0
SA,JABAQUARA,5.0
CL,DESCOBRINDO O AMANHA,5.0
CL,CECILIA MARIA II,5.0
FO,ALAMEDA DO BEBE,5.0
JT,RUGRATS OS ANJINHOS V,5.0
SM,PERSEVERANCA VIII,5.0
JT,JARDIM GUANCA,5.0
JT,LIMA BARRETO,5.0
CS,TIO TUTA,5.0
BT,NOITE ENCANTADA VII,5.0
PJ,ANA ISABEL,5.0
JT,PARQUE NOVO MUNDO II,5.0
MP,AMOR ETERNO,5.0
CL,NOSSA SENHORA MAGLAC II,5.0
IQ,ESTRELA DOURADA,5.0
PJ,MARIA ANTONIA DE SOUZA,5.0
BT,PEQUENOS DO BUTANTA IV,5.0
CL,SANTA MARIA GORETE,5.0
CS,JARDIM GUANABARA,5.0
G,JOCELYNE GUIMARAES FERNANDES DE MELLO,5.0
SM,RAIO DE LUZ,5.0
PE,VILA CONSTANCIA,5.0
CL,JOSE CLAUDIO VIEIRA,5.0
IP,ACONCHEGO II,5.0
IP,SANTA TERESA,5.0
PJ,ALEGRIA DE APRENDER E CRIAR,5.0
SM,ASSOC UNIAO DA JUTA,5.0
MP,SAMARITANINHOS II,5.0
PJ,CONSTRUINDO O FUTURO II,5.0
IP,CAMPO BELO,5.0
SM,ANTONIO ALVES DE ARAUJO,5.0
IP,NOSSA SENHORA MAE DA IGREJA,5.0
JT,JARDIM ENCANTADO,5.0
IQ,JACARANDA,5.0
IP,JULIO CESAR DE AGUIAR,5.0
PJ,CHACARA INGLESA,5.0
CS,JARDIM MONTE VERDE,5.0
SM,PASSO A PASSO,5.0
PE,PARQUE BOTURUSSU,5.0
JT,LAR BIBI MONTEIRO,5.0
MP,ALPS JARDIM ROBRU,5.0
SM,ESPACO DA COMUNIDADE X,5.0
IQ,UNIVERSO DA CRIANCA III,5.0
CL,JARDIM CAPELA,5.0
FO,TODAS AS CORES,5.0
MP,MONTANHA DO SABER I,5.0
JT,FUTURO BRILHANTE IV,5.0
SA,ELOYSE II,5.0
JT,ADELAIDE LOPES RODRIGUES,5.0
IQ,VOVO GIM,5.0
PE,VOVO DEDE,5.0
CL,CASTILHO II,5.0
JT,ASBEN II,5.0
CL,AUGUSTO DE OLIVEIRA,5.0
G,VOVO LIDIA I,5.0
MP,CURUCA VELHA,5.0
SM,ASSMA CURIATI,5.0
BT,PIXINGUINHA,5.0
CL,CAMINHAR VII,5.0
IP,RUACH,5.0
SM,SANTO ANTONIO,5.0
PE,TATUAPE,5.0
PE,ANTONIA MUOTRI LAMBERGA,5.0
SA,LORENA RODRIGUES,5.0
CS,PARQUE GRAJAU,5.0
CS,MARGARIDA BRITO FARIAS SILVA II,5.0
MP,TAPAJOS,5.0
PJ,NOVA ESPERANCA,5.0
G,VIVER E APRENDER,5.0
MP,ANJO CAMAEL,5.0
CS,VOVO MARIAZINHA ROCHA,5.0
FO,ARTE E CRIANCA,5.0
SM,FLORESTA ENCANTADA,5.0
G,BOM E SER CRIANCA,5.0
CL,CASA PADRE RAFAEL,5.0
CL,CIA DOS SONHOS I,5.0
JT,LAUZANE PAULISTA,5.0
SA,LAR DO PEQUENO SAMARITANO,5.0
CS,TIA DORA,5.0
MP,VILA CURUCA II,5.0
IQ,JOAO FERNANDES II,5.0
JT,AIDA CONCEICAO PITTOL DA SILVA,5.0
JT,JARDIM JAPAO,5.0
PE,PENHA - BOM JESUS,5.0
CL,BOA ESPERANCA II,5.0
SA,ARCO-IRIS,5.0
MP,LUKINHA,5.0
IQ,SANTA MARCELINA CENTRO INFANTIL CRECHE,5.0
BT,RECANTO DA ALEGRIA III,5.0
MP,SAMARITANINHOS VIII,5.0
CS,SAN BENEDETTO,5.0
MP,EMILIA INES,5.0
JT,FRIDA KAHLO,5.0
BT,ROBERTO ARANTES LANHOSO,5.0
PJ,APRENDENDO COM ALEGRIA,5.0
IP,SAO VICENTE PALLOTTI,5.0
CL,ROSA MARIA,5.0
CS,JARDIM DAS IMBUIAS II,4.0
MP,CHACARA DOS SONHOS,4.0
JT,SAO FRANCISCO XAVIER,4.0
G,JESUS REI III,4.0
G,ESPACO KAIROS VII,4.0
IP,DOS ANJOS,4.0
CL,PEQUENOS GENIOS,4.0
JT,FUTURO BRILHANTE VI,4.0
FO,PARQUE MANDI,4.0
CS,VENHA CONOSCO UNIDADE V,4.0
PJ,FAMILIA MONTE BELO,4.0
G,EFRAIM,4.0
SA,SANTO AMARO,4.0
G,FAZENDA DO CARMO II A,4.0
CS,PEQUENOS GENIOS TOPAZIO,4.0
FO,JARDIM ITAGUACU,4.0
CL,PEDRO E MARIA III,4.0
G,ESTRELINHAS DO FUTURO II,4.0
MP,INFANCIA COM AFETO,4.0
MP,ITAJUIBE,4.0
FO,JARDIM MONJOLO,4.0
BT,SANTO AGOSTINHO - ASA,4.0
G,CONJ. PRESTES MAIA,4.0
IQ,VILA SANTA TERESINHA,4.0
PJ,CHAQUIBE FANDI KALIL,4.0
SA,SAN AGOSTINO,4.0
CL,CEDRINHO II,4.0
PJ,CONCEICAO ROSA,4.0
G,LAR FELIZ,4.0
IQ,CIDADE A. E. CARVALHO II,4.0
PJ,PERUS I,4.0
SM,SAO ROBERTO,4.0
PE,JARDIM MATARAZZO,4.0
MP,MARLENE AMORIM DA SILVA E SILVA,4.0
SM,PRINCESA LIVIA,4.0
CL,PENTAGRAMA I,4.0
FO,TEREZINHA DE JESUS,4.0
SM,JARDIM PRIMAVERA,4.0
SM,ALPHA BABY II,4.0
CL,PRINCESA THAYNNA,4.0
G,PLENO VIVER,4.0
CL,GOTINHAS DO SABER,4.0
PE,CAMINHANDO PARA O FUTURO II,4.0
PE,SEMENTINHA DO SABER,4.0
G,MARILIA DE DIRCEU,4.0
JT,RAIO DE SOL V,4.0
G,MUNDO DOS SONHOS III,4.0
SM,ROKINHO,4.0
CL,MARIA NELE,4.0
PE,LAURA VICUNA,4.0
SM,PARQUE SAO RAFAEL II,4.0
G,ESPACO KAIROS X,4.0
JT,NAIR SALGADO,4.0
G,ZACARIA MAURO FACCIO GONCALVES,4.0
MP,CDHU ITAIM A,4.0
PJ,ESPACO DA CRIANCA II,4.0
MP,CATAVENTO,4.0
FO,HAYDEE BARRETO FERRARA,4.0
IQ,JOAO FERNANDES VII,4.0
CL,PAULO COCHRANE SUPLICY,4.0
PJ,SO FELICIDADE,4.0
MP,JARDIM MAIA,4.0
CS,JACOMO TATTO - JARDIM DAS CEREJEIRAS,4.0
FO,JARDIM PRIMAVERA I,4.0
FO,JARDIM VISTA ALEGRE,4.0
SA,PRINCESA ISABEL III,4.0
IQ,CRISTO REDENTOR,4.0
SM,PASSO A PASSO III,4.0
IP,INOCOOP IPIRANGA,4.0
FO,PRINCESINHA,4.0
MP,REFERENCIAL,4.0
SA,CANTINHO COLORIDO II,4.0
PJ,LINDA INFANCIA,4.0
IP,CANTINHO IRMAOS NATALI,4.0
PJ,UNIVERSIDADE DA CRIANCA,4.0
SA,BRINCANDO COM A GENTE,4.0
G,VOVO LIDIA III,4.0
IQ,JOAO FERNANDES X,4.0
MP,BABY MARAVILHA,4.0
FO,ARY BARROSO,4.0
CL,PEDRO E MARIA IV,4.0
CL,ADAIL TINI DE ARAUJO,4.0
PE,SEMENTINHA DO BEM,4.0
IQ,VALENTES DE DEUS,4.0
MP,VENTURA BRANCO,4.0
PE,KALIXTO MENDES IV,4.0
JT,CORUJINHA ENCANTADA,4.0
G,ENCANTADO II,4.0
CL,HENRI WALLON,4.0
CL,JARDIM UMUARAMA,4.0
IQ,INGRID VITORIA,4.0
G,ROSEIRA II,4.0
IP,SIMONE AGNALDA FERREIRA,4.0
G,JOAO E MEL,4.0
IP,ESPACO DA CRIANCA IV,4.0
CS,MARINA VILLARES DA SILVA NOVAES,4.0
MP,SER FELIZ II,4.0
SA,LOURDINHA PINHEIRO IV,4.0
G,JESUS MENINO III,4.0
PE,VIVA,4.0
MP,JARDIM DOS SONHOS,4.0
PJ,NOSSA SENHORA DA ANUNCIACAO,4.0
SM,TABOR,4.0
MP,EDUCARTE,4.0
JT,CIDADE NOVA DO PARQUE NOVO MUNDO,4.0
PE,IZABEL CRECHE,4.0
MP,IRENE RAMALHO,4.0
CL,SAO FRANCISCO DE ASSIS - VALO VELHO,4.0
IP,RUGRATS OS ANJINHOS IX,4.0
IP,13 DE MAIO,4.0
PE,MARINHO DE ASSIS TOLEDO,4.0
BT,DELFINA MARQUES JARDIM,4.0
SA,VIDA E ALEGRIA,4.0
PJ,VILA REGINA,4.0
PJ,ESPACO DA CRIANCA III,4.0
JT,VILA GUILHERME,4.0
MP,CRIANCA DA GENTE,4.0
IQ,PITAGORAS,4.0
JT,GIGI TOMAZELLI WIAZOWSKI,4.0
MP,HOREBE,4.0
BT,PRIMEIRO LAPIS II,4.0
SM,JARDIM COLORADO,4.0
BT,CLARA PUGLIESE RODRIGUES,4.0
IP,PATATIVA DO ASSARE,4.0
G,UNIVERSO DA CRIANCA I,4.0
FO,CASA VERDE - WALTER ABRAHAO,4.0
CS,VENHA CONOSCO UNIDADE II,4.0
PE,EDNA ROSELY ALVES,4.0
MP,ESPACO KAIROS II,4.0
IQ,CULTIVANDO SABERES,4.0
G,JARDIM WILMA FLOR,4.0
PJ,PIQUERI - SAO FRANCISCO,4.0
G,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA III,4.0
SM,JARDIM ANGELA,4.0
IQ,SUKKOT,4.0
FO,APRENDER E CRESCER,4.0
FO,JARDIM DAMASCENO II,4.0
SM,ZION,4.0
G,SMILES,4.0
SM,PLANETA COLORIDO,4.0
BT,PEQUENOS DO BUTANTA,4.0
JT,TIA ALZIRA,4.0
PE,VILA UNIAO,4.0
IQ,VILA CHUCA,4.0
CL,CAMINHOS DO AMANHA,4.0
FO,MENSAGEM DE PAZ - FRANCESCO FORGIONE,4.0
IP,HELENA DA SILVA TEIXEIRA,4.0
SM,RUBEM ALVES,4.0
G,BOAVENTURA I,4.0
MP,CAMINHO FELIZ,4.0
SA,AMOR PERFEITO,4.0
PE,CONSTRUIR E IMAGINAR,4.0
CS,SANTA MARGARIDA,4.0
PJ,SEMEAR PARA O FUTURO,4.0
PE,SEMEANDO SABER,4.0
G,UNIVERSO DOS PEQUENINOS,4.0
FO,JARDIM TEREZA,4.0
SM,CANTINHO MAGICO,4.0
SM,ELZA SOARES,4.0
PJ,JOSE JOAQUIM DE SANTANA,4.0
PE,BEM MAIOR,4.0
MP,ESPACO DA COMUNIDADE I,4.0
CL,CAPAO REDONDO I,4.0
FO,LOBATINHO,4.0
MP,VILA JOIA,4.0
CL,CEDRINHO I,4.0
JT,JOSEPHINA SANTOS MAIA,4.0
FO,ATITUDE DE CRIANCA,4.0
IP,TALITHA KUMI,4.0
IQ,TAMOIO,4.0
MP,CONSTRUINDO O SABER,4.0
IQ,CAMPANELA,4.0
JT,CHACARA BELA VISTA,4.0
MP,TIO LUIZ,4.0
CL,NOVA AURORA,4.0
FO,DERCILA BASTOS,4.0
IP,ESPACO DA CRIANCA EMILIE DE VILLENEUVE,4.0
SA,VO MARIA,4.0
G,LAR SEMENTES DE PAZ,4.0
BT,CORUJINHA II,4.0
PE,JARDIM CASTELO,4.0
CL,RANC II,4.0
SM,PINTANDO O SETE,4.0
MP,CRIANCA NOSSO BEM MAIOR,4.0
CL,BRISA ANDRADE II,4.0
FO,ELOHIM ADONAI II,4.0
IQ,JARDIM ELIANE,4.0
PE,VOVO MARINA,4.0
PJ,JARDIM DOS ANJOS,4.0
FO,PINGO DE ROSA,4.0
PJ,RAQUEL ZUMBANO ALTMAN,4.0
FO,VILA NOVA CACHOEIRINHA,4.0
FO,CURUMIM,4.0
MP,BALTAZAR SANTANA,4.0
MP,DESCOBRINDO TALENTOS,4.0
MP,JACUI II,4.0
CS,CASA BRANCA,4.0
PJ,LUIS CARLOS ELO DE AMOR,4.0
SA,CANTINHO DA PAZ II,4.0
SA,MASCOTE II,4.0
IQ,CARLOS EDUARDO BARRETO,4.0
IP,VILA MONUMENTO,4.0
MP,MANUEL RODRIGUES SANTIAGO,4.0
MP,LUZ DA SABEDORIA,4.0
SA,BALNEARIO MAR PAULISTA,4.0
SM,DENTE DE LEITE,4.0
BT,NOSSO LAR I,4.0
BT,YVONE MALUHY JOSEPF SABGA,4.0
G,SOL EMILIO DE OLIVEIRA,4.0
MP,VILA SANTA INES,4.0
CL,PARQUE IPE,4.0
G,AVES GALHANI,4.0
IP,JERUSALEM,4.0
BT,FAZENDO ARTE,4.0
FO,JARDIM SANTA TEREZA,4.0
SM,REINO ENCANTADO GEGE,4.0
CL,ELODI MARIA DAMACENA,4.0
PJ,PARQUE DAS NACOES,4.0
CL,PARQUE FIGUEIRA GRANDE,4.0
JT,ESTRELA DO AMANHA,4.0
BT,RECANTO DA ALEGRIA IV,4.0
MP,ESTRELA AZUL,4.0
SM,ONDACAIMA I,4.0
G,VICENTE MACHADO,4.0
SM,SOL DO MEIO DIA,4.0
CL,COMPANHIA DOS SONHOS,4.0
PJ,JARDIM RINCAO,4.0
IP,APARECIDA DAS GRACAS SILVA ROSEIRA,4.0
G,ELITE,4.0
FO,TERRITORIOS DO BRINCAR,4.0
SA,CRI-ACAO,4.0
MP,VIVER E CRESCER,4.0
IQ,CANTINHO DO SABER,4.0
CL,CANTINHO DA RAFA,4.0
JT,DOCE INFANCIA III,4.0
IP,NOSSA SENHORA DAS MERCES,4.0
CL,SANTA ESCOLASTICA,4.0
G,MARIA JOSE DA SILVA SANTOS,4.0
PE,PEQUENO POLEGAR,4.0
CL,VIDA E CULTURA,4.0
CL,CASTILHO,4.0
FO,RAQUEL DE QUEIROZ,4.0
CS,VO CHICA,4.0
G,PEQUENA ISADORA,4.0
MP,CARMELINA PEREIRA DE BRITO,4.0
G,ARTE DE BRINCAR,4.0
IQ,CIDADE LIDER,4.0
IP,PITANGUEIRAS,4.0
JT,SIGNE CARLSON,4.0
IP,BETEL,4.0
SM,JOANA ALVES II,4.0
PJ,SANTA MONICA,4.0
IQ,NERIVALDO LEAL,4.0
G,BEM QUERER III,4.0
IQ,CONJUNTO JOSE BONIFACIO,4.0
CL,VALQUIRIA DO NASCIMENTO CAETANO,4.0
G,TIA ELISA,4.0
JT,COHAB SONDA II ROSE VALEZIN,4.0
PJ,BRUNA MIRANDA,4.0
CL,SANTA THERESINHA,4.0
SA,GILEADE,4.0
G,ADENIVO MENDES DE AQUINO,4.0
FO,OLHAR DE CRIANCA,4.0
IQ,GOTA DE ESPERANCA II,4.0
PE,ANNA FLORENCIO ROMAO,4.0
CS,ACAO SOCIAL LARGO 13 - ALMEIDA PRADO,4.0
G,VO NICE I,4.0
MP,HARARATE,4.0
CL,MARIA CLARA ALVES,4.0
IQ,PLENO VIVER IV,4.0
IP,CACHOEIRA DE SAO BENEDITO,4.0
SA,LOURDINHA PINHEIRO,4.0
CS,YOJIRO TAKAOKA,4.0
PJ,ALZIRA MENDES,4.0
IP,PARQUE FONGARO,4.0
G,ESPACO KAIROS III,4.0
FO,SHALLOM,4.0
IP,NORA AULER DE ARRUDA BOTELHO,4.0
SA,SOL FELIZ,4.0
MP,ROSA SABAG ADDAS,4.0
PJ,VILA NOVA JAGUARE,4.0
G,PEQUENOS PENSADORES II,4.0
MP,PAULO CESAR FONTELLES DE LIMA,4.0
CL,SAO PEDRO,4.0
CS,JARDIM TANAY,4.0
IP,DOCE MEL II,4.0
CL,ANGLICANA BERNARDO GIACOMINI GONCALVES,4.0
G,ALEGRIA E SABEDORIA II,4.0
FO,BOAVENTURA IV,4.0
PJ,TOCA DO COELHO,4.0
PE,SHAMMAH,4.0
G,NOVA ALIANCA II,4.0
SA,CARMEN RODRIGUES,4.0
BT,IPE,4.0
IQ,INFANCIA FELIZ II,4.0
MP,PEQUENO ANJO,4.0
CL,AURINDO DOS SANTOS FREIRE,4.0
SM,MAE DA ESPERANCA,4.0
BT,ESTRELINHAS DO JARDIM JAQUELINE,4.0
PE,ME NINAR,4.0
BT,NOITE ENCANTADA VI,4.0
IQ,ANA MARIA NACINOVIC CORREA,4.0
FO,COMO NOSSOS PAIS,4.0
PE,VILA LIBANESA,4.0
MP,BERNARDO SANTANA,4.0
SA,TIO ABILIO,4.0
IQ,MARIA LUIZA AMERICANO,4.0
PJ,LAPA,4.0
PE,MOOCA,4.0
PE,ALASTAIR QUINTAS GONCALVES,4.0
IP,INEZ MENEZES MARIA,4.0
IP,ENEDINA DE SOUSA CARVALHO,4.0
JT,MARIA AUXILIADORA DA SILVA,4.0
G,QUATRO PILARES DA EDUCACAO II,4.0
IQ,JOAO FERNANDES I,4.0
CL,BRISA ANDRADE,4.0
FO,BRINCANDO TAMBEM SE APRENDE,4.0
CL,JARDIM KAGOHARA,4.0
IQ,MUNDO MAGICO,4.0
IQ,GARRA FEMININA,4.0
SM,JARDIM TRES MARIAS I,4.0
SA,MUNIR ABBUD,4.0
MP,SAMARITANINHOS VI,4.0
SA,PALMIRA DOS SANTOS ABRANTE,4.0
G,JULIA E JR,4.0
PJ,BARRA MANTEIGA,4.0
FO,SHALLOM II,4.0
FO,BONA VITTA,4.0
IP,PRIMEIRA INFANCIA,4.0
G,VOVO MARIA JULIA,4.0
MP,UNIAO DE VILA NOVA II,4.0
IP,PONTE PEQUENA,4.0
FO,OIKOS,4.0
CL,PAZ E ESPERANCA II,4.0
MP,BRINCAR PARA CRESCER,4.0
PE,MAE DA DIVINA PROVIDENCIA,4.0
FO,VILA NINA,4.0
SM,CRESCENDO COM ATITUDE II,4.0
BT,NOITE ENCANTADA II,4.0
G,FLOR DE LIS,4.0
CS,JOAO ROSCHEL KLEIN,4.0
SM,CELIA PERES SUNHIGA,4.0
PE,VILA DIVA,4.0
BT,MAE DE DEUS,4.0
FO,RECRIAR,4.0
CS,JARDIM LEBLON,4.0
BT,MARIA DE LOURDES FERRARINI,4.0
CL,PEQUENAS TURQUESAS II,4.0
SM,BRINCANDO E APRENDENDO,4.0
CL,PEQUENAS TURQUESAS III,4.0
PE,PARQUE DAS PAINEIRAS,4.0
MP,SAMARITANINHOS I,4.0
CS,SAN LAZZARO,4.0
PE,TIA NARA,4.0
SM,INEZITA BARROSO,4.0
IP,ESPACO DA LOTUS,4.0
G,JULIO FRANCISCO DE SOUZA III,4.0
CL,CIA DOS SONHOS VI,4.0
FO,ANJO AZUL,4.0
IQ,DOROTHY STANG,4.0
IQ,VOVO SEBASTIAO SIQUEIRA,4.0
IQ,RECANTO JOANA,4.0
CL,FILHOS DE DAVI,4.0
FO,SHADDAI,4.0
BT,RECANTO DA ALEGRIA I,4.0
FO,NOSSA SENHORA DAS DORES II,4.0
PE,PROJETO RAIZES,4.0
IQ,EUGENIO FRANCISCO DE SANTANA,4.0
BT,SAO BENEDITO,4.0
IQ,GOITI,4.0
FO,DOZE DE OUTUBRO,4.0
JT,OSVALDO MOREIRA,4.0
SM,APRENDENDO BRINCANDO,4.0
IP,CAMARA MUNICIPAL DE SAO PAULO,4.0
SM,NOVA GERACAO,4.0
SM,PAROQUIA SAO MATEUS APOSTOLO,4.0
CL,NOVO IPE I,4.0
JT,VILA MARIA ALTA,4.0
SM,CIA DOS SONHOS VII,4.0
PJ,ESTRELAS DO AMANHA,4.0
SM,JARDIM SAPOPEMBA III,4.0
IP,ANJO GABRIEL NATALI,4.0
PE,JARDIM SAO NICOLAU,4.0
PJ,CARINHO,4.0
BT,JARDIM ARPOADOR,4.0
SA,JARDIM LUSO,4.0
CL,MADRE TERESA DE CALCUTA,4.0
MP,CONJUNTO HABITACIONAL SAO MIGUEL,4.0
CL,JARDIM MARIA SAMPAIO,4.0
SM,GOTA DE ESPERANCA VI,4.0
BT,ESTRELINHAS DO BUTANTA II,4.0
SA,EMILIO ANTONIO DE CARVALHO,4.0
CS,CENTRO ASSISTENCIAL SANTANA,4.0
CL,MANGA ROSA,4.0
FO,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA,4.0
FO,QUERUBIM II,4.0
CS,CANTINHO DO CRESCIMENTO,4.0
SM,CONJUNTO HABITACIONAL APOMI,4.0
G,ALPS-VILA IOLANDA,4.0
SA,LUZ DO SABER - II,4.0
MP,JARDIM DAS CAMELIAS,4.0
CS,ANA PAULA ANDRADE,4.0
CL,CAFU,4.0
PE,ALFAZEMAS I,4.0
BT,NOITE ENCANTADA III,4.0
IQ,JOAO FERNANDES VIII,4.0
IP,MIGUEL AFONSO DE OLIVEIRA,4.0
G,VOVO ANNA GOMES,4.0
FO,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA X,4.0
JT,LEAO XIII,4.0
PE,JARDIM COTINHA,4.0
SM,JARDIM ANA ROSA,4.0
BT,COHAB RAPOSO TAVARES,4.0
PE,MUNDO INFANTIL,4.0
CS,VELEIROS,4.0
MP,JARDIM CAMPOS,4.0
IP,BRINCARTE,4.0
CL,REINO DO CARINHO,4.0
FO,NELSON BREVE,4.0
SM,EDUCADORES EM FOCO,4.0
CS,MAE DO BOM CONSELHO,4.0
FO,FRANCESCO PERSIANI,4.0
MP,VILA PROGRESSO,4.0
IQ,CASA DO CRISTO III,4.0
PJ,JARDIM MUTINGA,4.0
IQ,VILA CARMOSINA,4.0
CL,SOSSEGO DA CRIANCA,4.0
PJ,ANALIA FRANCO,4.0
FO,TIRIRILANDO,4.0
IQ,BENCAO E PAZ,4.0
MP,CAMELIAS,4.0
G,IGEVE GUAIANASES RABACAL,4.0
CL,DAS OLIVEIRAS,4.0
G,RAFA GIRE II,4.0
G,PINGOS DE AMOR,4.0
IP,AMORA,4.0
JT,PARQUE EDU CHAVES,4.0
PE,SALESIANA DOMINGOS SAVIO,4.0
IQ,PARQUE GUARANI,4.0
BT,NOSSA SENHORA DOS POBRES,4.0
MP,CEI NINHO ALEGRE,4.0
PE,AMOR DIVINO,4.0
SM,BEM ME QUER,4.0
CL,ISSA KURBHI,4.0
FO,CT VIDA KIDS I,4.0
G,VOVO NELSAO,4.0
PJ,ESTRELINHA DOURADA,4.0
IP,ITALO BRASIL PORTIERI,4.0
MP,ESTRELINHAS DE DAVI,4.0
SA,O PEQUENO SEAREIRO,4.0
MP,ESTACAO CRIANCA,4.0
JT,AMOR DE TATI,4.0
IQ,JOAO FERNANDES XI,4.0
SM,GOTA DE ESPERANCA I,4.0
IQ,CHAPEUZINHO AMARELO,4.0
G,BEM QUERER,4.0
IP,RUGRATS - OS ANJINHOS VII,4.0
BT,PRIMEIRO LAPIS,4.0
FO,VILA PRADO,4.0
PE,LUZIA MATOS DA SILVA,4.0
CS,MANOEL DE BARROS,4.0
PE,FRATERNIDADE IRMA AMELIA,4.0
CL,ESTRELA DE DAVI,4.0
MP,ZOE,4.0
SA,PASSOS DO FUTURO,4.0
G,ENCARNACAO GIMENEZ MARTINEZ LUCAS,4.0
SM,CIA DOS SONHOS IV,4.0
IQ,FRANCISCO PEREIRA SOBRINHO,4.0
CL,UNIVERSO CRIANCA,4.0
G,AGUA AZUL,4.0
CL,ELIANA E SUA TURMINHA,4.0
MP,DANDINHA III,4.0
SM,SEMENTES BRILHANTES,4.0
SM,CRESCENDO PARA BRILHAR,4.0
CS,JARDIM DOS PINHEIROS,4.0
IP,PAULO SILAS,4.0
G,PLANETA KIDS,4.0
FO,PINGO DE GENTE,4.0
PE,SHIRO KYONO VER,4.0
G,BOAVENTURA II,4.0
G,LAR CANTINHO DO SABER,4.0
G,JULIO FRANCISCO DE SOUZA,4.0
MP,ESPACO FELIZ III,4.0
PJ,EMMANUEL,4.0
PJ,ESTRADA TURISTICA,4.0
PE,JOSE VIEIRA DE SANTANA,4.0
FO,PINGO DE ORVALHO,4.0
CS,JARDIM DOS SABIAS,4.0
CL,ANA GONCALVES DE SOUZA,4.0
G,IGEVE GUAIANASES MENDONCA,4.0
PJ,BORBOLETAS DO AMANHA,4.0
PE,MARIA APARECIDA SICA MAE DOCA - UN I,4.0
CL,VIVER E APRENDER I,4.0
MP,LUZIA AGUIAR,4.0
PE,MARIA DE BELEM,4.0
FO,NOSSA SENHORA MAE DE DEUS,4.0
FO,NOSSA SENHORA DAS DORES I,4.0
IP,GENOVEVA DASCOLI,4.0
IQ,BAU DE SURPRESAS,4.0
MP,UNIAO DE VILA NOVA,4.0
MP,SEMENTE DO AMANHA,4.0
BT,SAO FRANCISCO - ASA,4.0
FO,CLUBE DOS LEOEZINHOS,4.0
IP,BENJAMIN ANTONIO SALLES ARCURI,4.0
CL,JUAN DIEGO,4.0
SM,NOAH,4.0
CL,FIM DE SEMANA,4.0
MP,ESTRELINHAS DO FUTURO III,4.0
CS,JARDIM UNIVERSITARIO,4.0
IQ,MONTE CARMELO III,4.0
CS,AVELINO DE CARVALHO,4.0
MP,HELENA PEREIRA DE MORAES,4.0
MP,PESSACH,4.0
MP,JARDIM SAO CARLOS II,4.0
MP,FRANK DUFF,4.0
IP,VILA CARIOCA,4.0
SA,AME II,4.0
G,LUZIA BEZERRA,4.0
PJ,PEDACINHO DO CEU,4.0
IQ,JOAO FERNANDES III,4.0
SA,VERA ALVARENGA II,4.0
PE,PEQUENOS POETAS,4.0
PJ,SONHO INFANTIL,4.0
IP,MENINOS,4.0
MP,PEQUENOS CONSTRUTORES,4.0
JT,FUTURO BRILHANTE II,4.0
FO,ASAS DA VIDA,4.0
BT,PEQUENOS DO BUTANTA III,4.0
JT,ELIZABETH DE SOUZA,4.0
MP,SUCESSO DO AMANHA,4.0
IQ,CASA DO CRISTO II,4.0
CL,IRINEU,4.0
MP,ESPACO FELIZ,4.0
IP,EBENEZER,4.0
G,SOL RADIANTE,4.0
BT,CORUJINHA DO SABER,4.0
MP,VOVO VERA,4.0
IP,GRAO DE GENTE II,4.0
BT,COHAB EDUCANDARIO,4.0
CL,DIVINA GRACA,4.0
BT,MAE DO SALVADOR,4.0
CL,LUCAS EVANGELISTA,4.0
CS,PARQUE AMAZONAS,4.0
SM,JARDIM NOVE DE JULHO,4.0
SM,JARDIM ADUTORA,4.0
G,EL SHADAI,4.0
IQ,GEOVANNA SOUZA,4.0
G,MARIAZINHA,4.0
CL,VO ZEFA,4.0
PJ,CANTINHO DA IMAGINACAO II,4.0
PJ,CRIANDO HISTORIAS,4.0
G,SEMEANDO O BEM III,4.0
SA,LYDIA DOS SANTOS CARRANO,4.0
CL,SAO MIGUEL ARCANJO,4.0
SM,BRILHO DO SOL,4.0
G,ANGELINA,4.0
PE,SALESIANO SANTA LUZIA,4.0
FO,MARCIA RICCO FERRAZ,4.0
G,ENCANTADO,4.0
PE,MARIA DA GLORIA FREIRE LEMOS,4.0
FO,MUNDO DE SOFIA,4.0
MP,NEI CAETANO DE ANDRADE,4.0
G,MUNDO DA ALEGRIA IV,4.0
IP,CORACAO DE JESUS,4.0
MP,CONJ. HABITACIONAL TEXIMA,4.0
CS,GABRIEL KARA,4.0
IQ,SEMEANDO ALEGRIA,4.0
FO,PLENITUDE,4.0
SA,ATELIE DA INFANCIA,4.0
BT,CORUJINHA I,4.0
G,VOVO NINITO,4.0
SA,FERNANDO FERNANDES,4.0
IQ,VALTER JACONI,4.0
SM,ELIZABETH SOUZA LOBO GARCIA,4.0
G,IGEVE GUAIANASES ALVORADA,4.0
CS,JARDIM DAS MACAUBAS,4.0
FO,NOVO SER,4.0
CL,JARDIM CATANDUVA,4.0
G,DOCURAS E TRAVESSURAS,4.0
G,VO NICE II,4.0
PE,LAPIS NA MAO,4.0
IQ,TERESA DAVILA,4.0
IQ,LIRIOS DO VALE,4.0
G,PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VII,4.0
SM,ALERTA CRIANCA,4.0
PJ,MUNDO IDEAL,4.0
